,model_name,loss,r^2,mse,mae,true_values,pred_values,train_r^2,train_mse,train_mae,train_true_values,train_pred_values
22,84_C1CC2CNCC1C2_C1CC2CNCC1C2,0.13602060079574585,,0.136,0.369,[10.529999732971191],[10.161190032958984],0.929,0.436,0.492,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.004304885864258, 4.126888751983643, 4.126888751983643, 3.713827610015869, 6.511588096618652, 7.334098815917969, 7.341576099395752, 7.932147979736328, 7.165503978729248, 8.541281700134277, 8.369051933288574, 9.05566120147705, 6.966137886047363, 8.246416091918945, 9.18906307220459, 9.501594543457031, 9.492643356323242, 9.335626602172852, 9.449499130249023, 10.269798278808594, 10.317155838012695, 9.81755542755127, 9.760441780090332, 3.832958936691284, 3.680048704147339, 4.210528373718262, 4.2400336265563965, 4.196748733520508, 3.9423422813415527, 4.2420573234558105]"
23,86_C1CNC1_C1CNC1,0.32963845133781433,,0.33,0.574,[11.210000038146973],[10.635858535766602],0.98,0.124,0.294,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.090653419494629, 4.376551628112793, 4.376551628112793, 3.4879841804504395, 6.3390583992004395, 6.642833709716797, 6.643146514892578, 7.688697814941406, 7.473785877227783, 7.978315353393555, 7.863312721252441, 8.932283401489258, 7.854610919952393, 8.462821960449219, 9.491168975830078, 9.834547996520996, 9.812644958496094, 9.649439811706543, 9.960299491882324, 10.337058067321777, 10.275546073913574, 10.612221717834473, 10.588212013244629, 3.728175163269043, 3.34618878364563, 4.402105331420898, 4.420498847961426, 4.457137107849121, 4.171361446380615, 4.705333232879639]"
24,88_FC1(F)CNC1_C1CNC1,0.262597918510437,0.954,0.263,0.511,"[11.210000038146973, 6.440000057220459]","[10.661360740661621, 5.966512203216553]",0.986,0.084,0.235,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.341261863708496, 4.341261863708496, 3.406683921813965, 6.277688980102539, 6.438601016998291, 6.441051483154297, 7.533875942230225, 7.433043956756592, 7.927972793579102, 7.816849231719971, 8.753113746643066, 8.010626792907715, 8.506068229675293, 9.41745376586914, 9.751588821411133, 9.726155281066895, 9.55866813659668, 9.903727531433105, 10.201922416687012, 10.349096298217773, 10.793722152709961, 10.771651268005371, 3.6055760383605957, 3.3258886337280273, 4.287782669067383, 4.300222873687744, 4.3972954750061035, 4.179944038391113, 4.6586833000183105]"
25,89_FC1CCNC1_C1CCNC1,0.6659200191497803,0.538,0.666,0.814,"[11.270000457763672, 8.869999885559082]","[10.514501571655273, 7.9976115226745605]",0.96,0.24,0.388,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.215289115905762, 4.215289115905762, 3.473011016845703, 6.472686767578125, 6.789584159851074, 6.78293514251709, 7.8095502853393555, 7.08436393737793, 8.307485580444336, 7.919919013977051, 9.09372615814209, 7.288570404052734, 8.222509384155273, 9.30321216583252, 9.782182693481445, 9.77759838104248, 9.626119613647461, 9.684263229370117, 10.35393238067627, 10.32807445526123, 10.355707168579102, 10.31802749633789, 3.6170148849487305, 3.4532105922698975, 4.310386657714844, 4.327934741973877, 4.319323539733887, 3.9676129817962646, 4.544045448303223]"
26,90_FC1(F)CCNC1_C1CCNC1,0.30983424186706543,0.936,0.31,0.493,"[11.270000457763672, 6.880000114440918]","[10.518937110900879, 6.644262313842773]",0.983,0.103,0.25,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.345787525177002, 4.345787525177002, 3.370054244995117, 6.216522216796875, 6.402762413024902, 6.394586563110352, 7.714319705963135, 7.372932434082031, 7.812606334686279, 7.7185235023498535, 8.761219024658203, 7.883626937866211, 8.323593139648438, 9.331912994384766, 9.782076835632324, 9.76406192779541, 9.654638290405273, 9.860092163085938, 10.217601776123047, 10.238523483276367, 10.784722328186035, 10.776439666748047, 3.6167678833007812, 3.324361801147461, 4.269872188568115, 4.386923313140869, 4.367277145385742, 4.0362677574157715, 4.622404098510742]"
27,91_F[C@@H]1CNC[C@@H]1F_C1CCNC1,0.511151134967804,0.884,0.511,0.714,"[11.270000457763672, 7.070000171661377]","[10.593267440795898, 6.318778038024902]",0.975,0.15,0.308,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.213474273681641, 4.213474273681641, 3.4387001991271973, 6.326318264007568, 6.5345001220703125, 6.5299882888793945, 7.766179084777832, 7.298520088195801, 8.057201385498047, 7.777751922607422, 8.900415420532227, 7.757816314697266, 8.26179313659668, 9.416091918945312, 9.812894821166992, 9.797536849975586, 9.674221992492676, 9.812691688537598, 10.339919090270996, 10.245780944824219, 10.630095481872559, 10.595797538757324, 3.595381259918213, 3.36521053314209, 4.288366794586182, 4.31635856628418, 4.328069686889648, 3.995908260345459, 4.62415885925293]"
28,92_F[C@@H]1CNC[C@H]1F_C1CCNC1,0.6454898715019226,0.851,0.645,0.796,"[11.270000457763672, 7.110000133514404]","[10.583846092224121, 6.204366683959961]",0.962,0.23,0.377,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.151308536529541, 4.151308536529541, 3.586005687713623, 6.405647277832031, 6.759314060211182, 6.755972385406494, 7.916975021362305, 7.187366962432861, 8.314271926879883, 7.878519058227539, 9.016725540161133, 7.435675621032715, 8.219483375549316, 9.37896728515625, 9.785411834716797, 9.77439022064209, 9.625983238220215, 9.640016555786133, 10.428716659545898, 10.324983596801758, 10.394150733947754, 10.350529670715332, 3.712573528289795, 3.5350594520568848, 4.24160623550415, 4.249571323394775, 4.248964309692383, 3.9500339031219482, 4.552332401275635]"
29,93_FC1CCCNC1_C1CCNCC1,0.15689140558242798,0.898,0.157,0.39,"[11.119999885559082, 8.640000343322754]","[10.662991523742676, 8.963923454284668]",0.986,0.085,0.231,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.31022834777832, 4.31022834777832, 3.3839213848114014, 6.279089450836182, 6.2827043533325195, 6.275464057922363, 7.4842305183410645, 7.437450408935547, 7.799860000610352, 7.735640048980713, 8.765708923339844, 8.001060485839844, 8.483628273010254, 9.416425704956055, 9.71381950378418, 9.696182250976562, 9.53748893737793, 9.914854049682617, 10.233211517333984, 10.246252059936523, 10.871576309204102, 10.842208862304688, 3.667229175567627, 3.1771156787872314, 4.319691181182861, 4.330419540405273, 4.376769065856934, 4.1504225730896, 4.623434543609619]"
30,94_FC1(F)CCCNC1_C1CCNCC1,0.5736953020095825,0.878,0.574,0.716,"[11.119999885559082, 6.789999961853027]","[10.649600982666016, 7.752348899841309]",0.979,0.125,0.284,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.274794578552246, 4.274794578552246, 3.3685991764068604, 6.298338413238525, 6.656269073486328, 6.666909694671631, 7.653184413909912, 7.322936058044434, 7.820192337036133, 7.755283355712891, 8.804935455322266, 7.8235368728637695, 8.39189338684082, 9.38392162322998, 9.7702054977417, 9.739998817443848, 9.478938102722168, 9.853480339050293, 10.254674911499023, 10.206507682800293, 10.675918579101562, 10.643377304077148, 3.6877832412719727, 3.342256546020508, 4.291149139404297, 4.316896438598633, 4.370856285095215, 4.085579872131348, 4.647628307342529]"
31,95_F[C@@H]1CNC[C@H](F)C1_C1CCNCC1,0.10591112077236176,0.978,0.106,0.255,"[11.119999885559082, 6.739999771118164]","[10.662856101989746, 6.6866912841796875]",0.993,0.045,0.168,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.415546417236328, 4.415546417236328, 3.3900985717773438, 6.300827980041504, 6.138132095336914, 6.147568225860596, 7.4525346755981445, 7.5584282875061035, 7.851719379425049, 7.720669746398926, 8.737286567687988, 8.29747200012207, 8.653863906860352, 9.404767990112305, 9.635392189025879, 9.602825164794922, 9.50565242767334, 9.963509559631348, 10.109801292419434, 10.385157585144043, 11.079324722290039, 11.061091423034668, 3.7736072540283203, 3.3490262031555176, 4.304441928863525, 4.28305721282959, 4.414071083068848, 4.3074421882629395, 4.669158458709717]"
32,96_F[C@@H]1CNC[C@@H](F)C1_C1CCNCC1,0.7067368030548096,0.882,0.707,0.788,"[11.119999885559082, 6.21999979019165]","[10.625150680541992, 7.301016807556152]",0.98,0.122,0.287,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.223691463470459, 4.223691463470459, 3.270427942276001, 6.299781322479248, 6.514341831207275, 6.51388692855835, 7.695364475250244, 7.3778815269470215, 7.964461803436279, 7.795185089111328, 8.855206489562988, 8.037304878234863, 8.366893768310547, 9.463982582092285, 9.813271522521973, 9.787813186645508, 9.586852073669434, 9.849442481994629, 10.25883960723877, 10.270612716674805, 10.63703727722168, 10.598860740661621, 3.673748016357422, 3.290937662124634, 4.3156914710998535, 4.31113338470459, 4.3578267097473145, 4.0637736320495605, 4.627455234527588]"
33,97_FC1CCNCC1_C1CCNCC1,0.13466621935367584,0.874,0.135,0.33,"[11.119999885559082, 9.050000190734863]","[10.62933349609375, 9.219053268432617]",0.99,0.058,0.189,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.371203899383545, 4.371203899383545, 3.3245363235473633, 6.289185047149658, 6.204853534698486, 6.205105781555176, 7.435379981994629, 7.533069133758545, 7.832009315490723, 7.728793144226074, 8.73026180267334, 8.178304672241211, 8.600375175476074, 9.36359977722168, 9.65572738647461, 9.617541313171387, 9.518839836120605, 9.964961051940918, 10.195655822753906, 10.28797721862793, 11.00437068939209, 10.982623100280762, 3.736511707305908, 3.2736165523529053, 4.330324172973633, 4.301550388336182, 4.400872230529785, 4.27281379699707, 4.606861591339111]"
34,98_F[C@@H]1CCNC[C@@H]1F_C1CCNCC1,0.13123278319835663,0.969,0.131,0.346,"[11.119999885559082, 7.010000228881836]","[10.665702819824219, 7.246811866760254]",0.99,0.059,0.193,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.35723352432251, 4.35723352432251, 3.3642332553863525, 6.296494960784912, 6.212884902954102, 6.219424724578857, 7.544178485870361, 7.536484241485596, 7.818790435791016, 7.709296226501465, 8.720351219177246, 8.190705299377441, 8.559796333312988, 9.404810905456543, 9.67397689819336, 9.641571998596191, 9.482820510864258, 9.921931266784668, 10.144646644592285, 10.320526123046875, 10.992448806762695, 10.967095375061035, 3.7379531860351562, 3.2824714183807373, 4.323349952697754, 4.306474208831787, 4.400856018066406, 4.25252628326416, 4.621090888977051]"
35,99_F[C@@H]1CCNC[C@H]1F_C1CCNCC1,0.0937834233045578,0.978,0.094,0.297,"[11.119999885559082, 7.019999980926514]","[10.749476432800293, 7.244230270385742]",0.994,0.036,0.151,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.454015254974365, 4.454015254974365, 3.386457681655884, 6.310889720916748, 6.113722801208496, 6.118251323699951, 7.462911605834961, 7.59055757522583, 7.817511081695557, 7.680721282958984, 8.665740966796875, 8.407622337341309, 8.713868141174316, 9.363069534301758, 9.645782470703125, 9.602595329284668, 9.490150451660156, 9.955487251281738, 10.052589416503906, 10.422990798950195, 11.100893020629883, 11.073115348815918, 3.842391014099121, 3.387324571609497, 4.292839527130127, 4.2947611808776855, 4.4129438400268555, 4.386419773101807, 4.643899917602539]"
